Gene stable ID	Gene name	Gene description
ENSG00000267452	LINC02073	long intergenic non-protein coding RNA 2073 [Source:HGNC Symbol;Acc:HGNC:52919]
ENSG00000238049	LL0XNC01-105G4.3	
ENSG00000175550	DRAP1	DR1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:3019]
ENSG00000120137	PANK3	pantothenate kinase 3 [Source:HGNC Symbol;Acc:HGNC:19365]
ENSG00000085999	RAD54L	RAD54-like (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:9826]
ENSG00000178502	KLHL11	kelch like family member 11 [Source:HGNC Symbol;Acc:HGNC:19008]
ENSG00000158715	SLC45A3	solute carrier family 45 member 3 [Source:HGNC Symbol;Acc:HGNC:8642]
ENSG00000243188	HNRNPA1P17	heterogeneous nuclear ribonucleoprotein A1 pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:39135]
ENSG00000213073	RP11-288H12.3	
ENSG00000214282	KRT8P14	keratin 8 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:33366]
ENSG00000186166	CCDC84	coiled-coil domain containing 84 [Source:HGNC Symbol;Acc:HGNC:30460]
ENSG00000126391	FRMD8	FERM domain containing 8 [Source:HGNC Symbol;Acc:HGNC:25462]
ENSG00000271204	RP11-138A9.1	
ENSG00000264513	RP11-556O9.2	
ENSG00000156466	GDF6	growth differentiation factor 6 [Source:HGNC Symbol;Acc:HGNC:4221]
ENSG00000186174	BCL9L	B-cell CLL/lymphoma 9-like [Source:HGNC Symbol;Acc:HGNC:23688]
ENSG00000147689	FAM83A	family with sequence similarity 83 member A [Source:HGNC Symbol;Acc:HGNC:28210]
ENSG00000229858	AC016831.5	
ENSG00000230173	LINC01790	long intergenic non-protein coding RNA 1790 [Source:HGNC Symbol;Acc:HGNC:52579]
ENSG00000248565	TECRP2	trans-2,3-enoyl-CoA reductase pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44051]
ENSG00000272583	RP11-344P13.6	
ENSG00000256896	PSMC1P8	proteasome 26S subunit, ATPase 1 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:39783]
ENSG00000108055	SMC3	structural maintenance of chromosomes 3 [Source:HGNC Symbol;Acc:HGNC:2468]
ENSG00000227418	PCGEM1	PCGEM1, prostate-specific transcript (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:30145]
ENSG00000187581	COX8C	cytochrome c oxidase subunit 8C [Source:HGNC Symbol;Acc:HGNC:24382]
ENSG00000198898	CAPZA2	capping actin protein of muscle Z-line alpha subunit 2 [Source:HGNC Symbol;Acc:HGNC:1490]
ENSG00000270039	RP11-571M6.17	
ENSG00000233204	MAPRE1P3	MAPRE1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:37762]
ENSG00000253683	CTB-79E8.3	
ENSG00000236617	RP11-46H11.12	
ENSG00000268416	CTD-2626G11.2	
ENSG00000257002	AP000438.2	
ENSG00000138760	SCARB2	scavenger receptor class B member 2 [Source:HGNC Symbol;Acc:HGNC:1665]
ENSG00000246877	DNM1P35	dynamin 1 pseudogene 35 [Source:HGNC Symbol;Acc:HGNC:35182]
ENSG00000246465	RP11-57A19.2	
ENSG00000185821	OR6C76	olfactory receptor family 6 subfamily C member 76 [Source:HGNC Symbol;Acc:HGNC:31305]
ENSG00000233543	CHTF8P1	chromosome transmission fidelity factor 8 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:35443]
ENSG00000255331	RP11-736I10.2	
ENSG00000254528	RP11-728F11.4	
ENSG00000260855	RP11-439E19.10	
ENSG00000253463	HMGB1P19	high mobility group box 1 pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:39101]
ENSG00000226573	CTA-85E5.7	
ENSG00000226056	MTND4P32	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4 pseudogene 32 [Source:HGNC Symbol;Acc:HGNC:42219]
ENSG00000237628	MTCO2P19	mitochondrially encoded cytochrome c oxidase II pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:52035]
ENSG00000236304	AP001189.4	
ENSG00000166793	YPEL4	yippee like 4 [Source:HGNC Symbol;Acc:HGNC:18328]
ENSG00000163374	YY1AP1	YY1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:30935]
ENSG00000128463	EMC4	ER membrane protein complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:28032]
ENSG00000165076	PRSS37	protease, serine 37 [Source:HGNC Symbol;Acc:HGNC:29211]
ENSG00000240677	MYL6P4	myosin light chain 6 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:37813]
ENSG00000235819	RP11-359J6.1	
ENSG00000168124	OR1F1	olfactory receptor family 1 subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:8194]
ENSG00000230749	MEIS1-AS2	MEIS1 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:40370]
ENSG00000065609	SNAP91	synaptosome associated protein 91 [Source:HGNC Symbol;Acc:HGNC:14986]
ENSG00000260674	RP11-591L14.2	
ENSG00000259208	RP11-621H8.1	
ENSG00000232327	RP11-395C17.1	
ENSG00000078687	TNRC6C	trinucleotide repeat containing 6C [Source:HGNC Symbol;Acc:HGNC:29318]
ENSG00000228146	CASP16P	caspase 16, pseudogene [Source:HGNC Symbol;Acc:HGNC:27290]
ENSG00000074803	SLC12A1	solute carrier family 12 member 1 [Source:HGNC Symbol;Acc:HGNC:10910]
ENSG00000254311	SNRPCP17	small nuclear ribonucleoprotein polypeptide C pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:49832]
ENSG00000167895	TMC8	transmembrane channel like 8 [Source:HGNC Symbol;Acc:HGNC:20474]
ENSG00000204603	LINC01257	long intergenic non-protein coding RNA 1257 [Source:HGNC Symbol;Acc:HGNC:26972]
ENSG00000251463	FKBP4P1	FK506 binding protein 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44038]
ENSG00000254963	CTD-2562J17.9	
ENSG00000266765	CTD-2582D11.1	
ENSG00000267673	FDX2	ferredoxin 2 [Source:HGNC Symbol;Acc:HGNC:30546]
ENSG00000260459	FTLP14	ferritin light chain pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:37964]
ENSG00000143374	TARS2	threonyl-tRNA synthetase 2, mitochondrial (putative) [Source:HGNC Symbol;Acc:HGNC:30740]
ENSG00000259601	RP11-568G20.2	
ENSG00000182759	MAFA	MAF bZIP transcription factor A [Source:HGNC Symbol;Acc:HGNC:23145]
ENSG00000089250	NOS1	nitric oxide synthase 1 [Source:HGNC Symbol;Acc:HGNC:7872]
ENSG00000260156	RP11-394B2.6	
ENSG00000259805	RP11-382A20.5	
ENSG00000166557	TMED3	transmembrane p24 trafficking protein 3 [Source:HGNC Symbol;Acc:HGNC:28889]
ENSG00000127588	GNG13	G protein subunit gamma 13 [Source:HGNC Symbol;Acc:HGNC:14131]
ENSG00000257126	FOXG1-AS1	FOXG1 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:50663]
ENSG00000257477	LINC01154	long intergenic non-protein coding RNA 1154 [Source:HGNC Symbol;Acc:HGNC:49504]
ENSG00000270108	RP11-73M18.6	
ENSG00000242539	AC007620.3	
ENSG00000197451	HNRNPAB	heterogeneous nuclear ribonucleoprotein A/B [Source:HGNC Symbol;Acc:HGNC:5034]
ENSG00000105176	URI1	URI1, prefoldin like chaperone [Source:HGNC Symbol;Acc:HGNC:13236]
ENSG00000184363	PKP3	plakophilin 3 [Source:HGNC Symbol;Acc:HGNC:9025]
ENSG00000171680	PLEKHG5	pleckstrin homology and RhoGEF domain containing G5 [Source:HGNC Symbol;Acc:HGNC:29105]
ENSG00000186897	C1QL4	complement C1q like 4 [Source:HGNC Symbol;Acc:HGNC:31416]
ENSG00000229547	UBE2DNL	ubiquitin conjugating enzyme E2 D N-terminal like (pseudogene) [Source:HGNC Symbol;Acc:HGNC:28656]
ENSG00000172209	GPR22	G protein-coupled receptor 22 [Source:HGNC Symbol;Acc:HGNC:4477]
ENSG00000235002	RP11-157D18.2	
ENSG00000060688	SNRNP40	small nuclear ribonucleoprotein U5 subunit 40 [Source:HGNC Symbol;Acc:HGNC:30857]
ENSG00000084734	GCKR	glucokinase regulator [Source:HGNC Symbol;Acc:HGNC:4196]
ENSG00000254811	RP11-680E19.1	
ENSG00000106591	MRPL32	mitochondrial ribosomal protein L32 [Source:HGNC Symbol;Acc:HGNC:14035]
ENSG00000149313	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase [Source:HGNC Symbol;Acc:HGNC:14235]
ENSG00000254984	FTLP6	ferritin light chain pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:37954]
ENSG00000258282	BTF3P2	basic transcription factor 3, pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:19924]
ENSG00000260545	CTB-134F13.1	
ENSG00000229922	RP11-240M16.1	
ENSG00000130702	LAMA5	laminin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6485]
ENSG00000255430	CASP1P1	caspase 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43775]
ENSG00000132915	PDE6A	phosphodiesterase 6A [Source:HGNC Symbol;Acc:HGNC:8785]
ENSG00000136100	VPS36	vacuolar protein sorting 36 homolog [Source:HGNC Symbol;Acc:HGNC:20312]
ENSG00000250859	HNRNPKP1	heterogeneous nuclear ribonucleoprotein K pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:42374]
ENSG00000250981	RP11-19O2.1	
ENSG00000242431	RP11-731J8.1	
ENSG00000271153	RPL23AP88	ribosomal protein L23a pseudogene 88 [Source:HGNC Symbol;Acc:HGNC:51579]
ENSG00000130589	HELZ2	helicase with zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:30021]
ENSG00000255512	AP005135.2	
ENSG00000269933	RP3-333A15.2	
ENSG00000105229	PIAS4	protein inhibitor of activated STAT 4 [Source:HGNC Symbol;Acc:HGNC:17002]
ENSG00000215475	SIAH3	siah E3 ubiquitin protein ligase family member 3 [Source:HGNC Symbol;Acc:HGNC:30553]
ENSG00000173581	CCDC106	coiled-coil domain containing 106 [Source:HGNC Symbol;Acc:HGNC:30181]
ENSG00000267399	RP11-456O19.5	
ENSG00000230240	RPL34P19	ribosomal protein L34 pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:36925]
ENSG00000167778	SPRYD3	SPRY domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25920]
ENSG00000215149	KRT18P32	keratin 18 pseudogene 32 [Source:HGNC Symbol;Acc:HGNC:33401]
ENSG00000249842	CTD-2331D11.4	
ENSG00000227860	MTND5P18	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5 pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:42302]
ENSG00000130640	TUBGCP2	tubulin gamma complex associated protein 2 [Source:HGNC Symbol;Acc:HGNC:18599]
ENSG00000224647	AC026954.6	
ENSG00000248667	CTD-2331D11.2	
ENSG00000104133	SPG11	SPG11, spatacsin vesicle trafficking associated [Source:HGNC Symbol;Acc:HGNC:11226]
ENSG00000187513	GJA4	gap junction protein alpha 4 [Source:HGNC Symbol;Acc:HGNC:4278]
ENSG00000239254	RP11-365F18.3	
ENSG00000236847	AC018892.3	
ENSG00000233080	LINC01399	long intergenic non-protein coding RNA 1399 [Source:HGNC Symbol;Acc:HGNC:50680]
ENSG00000115226	FNDC4	fibronectin type III domain containing 4 [Source:HGNC Symbol;Acc:HGNC:20239]
ENSG00000230343	AC018892.8	
ENSG00000267284	RP11-397A16.1	
ENSG00000231442	LARP1BP1	La ribonucleoprotein domain family member 1B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:37097]
ENSG00000136875	PRPF4	pre-mRNA processing factor 4 [Source:HGNC Symbol;Acc:HGNC:17349]
ENSG00000236866	AL157902.3	
ENSG00000237940	LINC01238	long intergenic non-protein coding RNA 1238 [Source:HGNC Symbol;Acc:HGNC:49795]
ENSG00000243433	RP11-148K1.10	
ENSG00000163923	RPL39L	ribosomal protein L39 like [Source:HGNC Symbol;Acc:HGNC:17094]
ENSG00000183580	FBXL7	F-box and leucine rich repeat protein 7 [Source:HGNC Symbol;Acc:HGNC:13604]
ENSG00000135119	RNFT2	ring finger protein, transmembrane 2 [Source:HGNC Symbol;Acc:HGNC:25905]
ENSG00000239374	RP11-407P2.1	
ENSG00000248834	MARK2P5	microtubule affinity regulating kinase 2 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:39796]
ENSG00000218891	ZNF579	zinc finger protein 579 [Source:HGNC Symbol;Acc:HGNC:26646]
ENSG00000234891	RP1-288L1.5	
ENSG00000111679	PTPN6	protein tyrosine phosphatase, non-receptor type 6 [Source:HGNC Symbol;Acc:HGNC:9658]
ENSG00000249349	CTC-384G19.1	
ENSG00000231722	AC012075.1	
ENSG00000077238	IL4R	interleukin 4 receptor [Source:HGNC Symbol;Acc:HGNC:6015]
ENSG00000250249	RP11-30P21.2	
ENSG00000165837	ERICH6B	glutamate rich 6B [Source:HGNC Symbol;Acc:HGNC:26523]
ENSG00000254847	RP11-51B23.3	
ENSG00000253257	MTND4P7	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:42234]
ENSG00000111361	EIF2B1	eukaryotic translation initiation factor 2B subunit alpha [Source:HGNC Symbol;Acc:HGNC:3257]
ENSG00000211674	IGLJ1	immunoglobulin lambda joining 1 [Source:HGNC Symbol;Acc:HGNC:5863]
ENSG00000239677	PDZRN3-AS1	PDZRN3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40814]
ENSG00000130600	H19	H19, imprinted maternally expressed transcript (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:4713]
ENSG00000131188	PRR7	proline rich 7, synaptic [Source:HGNC Symbol;Acc:HGNC:28130]
ENSG00000166821	PEX11A	peroxisomal biogenesis factor 11 alpha [Source:HGNC Symbol;Acc:HGNC:8852]
ENSG00000236031	RP11-269F20.1	
ENSG00000229365	RP4-639J15.2	
ENSG00000171492	LRRC8D	leucine rich repeat containing 8 family member D [Source:HGNC Symbol;Acc:HGNC:16992]
ENSG00000153162	BMP6	bone morphogenetic protein 6 [Source:HGNC Symbol;Acc:HGNC:1073]
ENSG00000225538	OR5BE1P	olfactory receptor family 5 subfamily BE member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:15273]
ENSG00000253207	RP11-67H2.1	
ENSG00000179954	SSC5D	scavenger receptor cysteine rich family member with 5 domains [Source:HGNC Symbol;Acc:HGNC:26641]
ENSG00000250320	CTD-2269F5.1	
ENSG00000162367	TAL1	TAL bHLH transcription factor 1, erythroid differentiation factor [Source:HGNC Symbol;Acc:HGNC:11556]
ENSG00000230988	RPL23AP11	ribosomal protein L23a pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:19808]
ENSG00000232778	RPL23AP50	ribosomal protein L23a pseudogene 50 [Source:HGNC Symbol;Acc:HGNC:35958]
ENSG00000101180	HRH3	histamine receptor H3 [Source:HGNC Symbol;Acc:HGNC:5184]
ENSG00000227598	RP1-167A14.2	
ENSG00000264860	RP11-143K11.5	
ENSG00000254548	RP11-429J17.5	
ENSG00000181085	MAPK15	mitogen-activated protein kinase 15 [Source:HGNC Symbol;Acc:HGNC:24667]
ENSG00000118194	TNNT2	troponin T2, cardiac type [Source:HGNC Symbol;Acc:HGNC:11949]
ENSG00000254928	RP11-702H23.6	
ENSG00000271585	CTB-88F18.4	
ENSG00000267101	RP11-846C15.2	
ENSG00000261170	RP11-252A24.5	
ENSG00000147164	SNX12	sorting nexin 12 [Source:HGNC Symbol;Acc:HGNC:14976]
ENSG00000230551	CTB-89H12.4	
ENSG00000228563	AL133247.2	
ENSG00000232622	RP11-484D4.3	
ENSG00000237788	RP5-1041C10.3	
ENSG00000116106	EPHA4	EPH receptor A4 [Source:HGNC Symbol;Acc:HGNC:3388]
ENSG00000228763	LIMS1-AS1	LIMS1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40342]
ENSG00000272944	CTD-2308L22.1	
ENSG00000105835	NAMPT	nicotinamide phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:30092]
ENSG00000225492	GBP1P1	guanylate binding protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39561]
ENSG00000133195	SLC39A11	solute carrier family 39 member 11 [Source:HGNC Symbol;Acc:HGNC:14463]
ENSG00000215544	BCRP7	breakpoint cluster region pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:39075]
ENSG00000130545	CRB3	crumbs 3, cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:20237]
ENSG00000254593	OR7E126P	olfactory receptor family 7 subfamily E member 126 pseudogene [Source:HGNC Symbol;Acc:HGNC:15304]
ENSG00000254469	RP11-849H4.2	Putative short transient receptor potential channel 2-like protein  [Source:UniProtKB/Swiss-Prot;Acc:Q6ZNB5]
ENSG00000223418	GS1-590J6.2	
ENSG00000236936	RP3-329E20.2	
ENSG00000114391	RPL24	ribosomal protein L24 [Source:HGNC Symbol;Acc:HGNC:10325]
ENSG00000241367	RPL7AP23	ribosomal protein L7a pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:36884]
ENSG00000273291	RP11-136C24.3	
ENSG00000223901	AP001469.5	
ENSG00000104499	GML	glycosylphosphatidylinositol anchored molecule like [Source:HGNC Symbol;Acc:HGNC:4375]
ENSG00000265408	RP11-361L15.4	
ENSG00000153066	TXNDC11	thioredoxin domain containing 11 [Source:HGNC Symbol;Acc:HGNC:28030]
ENSG00000184084	CTD-2372A4.1	
ENSG00000118520	ARG1	arginase 1 [Source:HGNC Symbol;Acc:HGNC:663]
ENSG00000134905	CARS2	cysteinyl-tRNA synthetase 2, mitochondrial (putative) [Source:HGNC Symbol;Acc:HGNC:25695]
ENSG00000136541	ERMN	ermin [Source:HGNC Symbol;Acc:HGNC:29208]
ENSG00000255423	EBLN2	endogenous Bornavirus-like nucleoprotein 2 [Source:HGNC Symbol;Acc:HGNC:25493]
ENSG00000236799	RP11-383C6.2	
ENSG00000159450	TCHH	trichohyalin [Source:HGNC Symbol;Acc:HGNC:11791]
ENSG00000155666	KDM8	lysine demethylase 8 [Source:HGNC Symbol;Acc:HGNC:25840]
ENSG00000267783	CTB-55O6.10	
ENSG00000256232	RP11-771K4.1	
ENSG00000270542	RP11-311H10.7	
ENSG00000124900	TRIM51	tripartite motif-containing 51 [Source:HGNC Symbol;Acc:HGNC:19023]
ENSG00000241146	RPL7P41	ribosomal protein L7 pseudogene 41 [Source:HGNC Symbol;Acc:HGNC:36297]
ENSG00000181982	CCDC149	coiled-coil domain containing 149 [Source:HGNC Symbol;Acc:HGNC:25405]
ENSG00000229106	BTBD6P1	BTB domain containing 6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51542]
ENSG00000258674	CTC-260F20.3	
ENSG00000206579	XKR4	XK related 4 [Source:HGNC Symbol;Acc:HGNC:29394]
ENSG00000114999	TTL	tubulin tyrosine ligase [Source:HGNC Symbol;Acc:HGNC:21586]
ENSG00000139985	ADAM21	ADAM metallopeptidase domain 21 [Source:HGNC Symbol;Acc:HGNC:200]
ENSG00000257759	RP11-486O13.4	
ENSG00000164434	FABP7	fatty acid binding protein 7 [Source:HGNC Symbol;Acc:HGNC:3562]
ENSG00000273424	CTA-223H9.9	
ENSG00000251111	FCF1P8	FCF1 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:44620]
ENSG00000223564	CYP4F32P	cytochrome P450 family 4 subfamily F member 32, pseudogene [Source:HGNC Symbol;Acc:HGNC:39951]
ENSG00000233085	XXyac-YX65C7_A.3	
ENSG00000232004	CAP1P2	CAP1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:31970]
ENSG00000254400	RP11-732A19.8	
ENSG00000181939	OR4C15	olfactory receptor family 4 subfamily C member 15 [Source:HGNC Symbol;Acc:HGNC:15171]
ENSG00000265168	RP11-192H23.5	
ENSG00000160991	ORAI2	ORAI calcium release-activated calcium modulator 2 [Source:HGNC Symbol;Acc:HGNC:21667]
ENSG00000227543	SPAG5-AS1	SPAG5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41140]
ENSG00000223935	AC008074.3	
ENSG00000237991	RPL35P1	ribosomal protein L35 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:36695]
ENSG00000184209	SNRNP35	small nuclear ribonucleoprotein U11/U12 subunit 35 [Source:HGNC Symbol;Acc:HGNC:30852]
ENSG00000217165	ANKRD18EP	ankyrin repeat domain 18E, pseudogene [Source:HGNC Symbol;Acc:HGNC:43609]
ENSG00000230555	RP11-517P14.2	
ENSG00000271880	AGAP11	ArfGAP with GTPase domain, ankyrin repeat and PH domain 11 [Source:HGNC Symbol;Acc:HGNC:29421]
ENSG00000138594	TMOD3	tropomodulin 3 [Source:HGNC Symbol;Acc:HGNC:11873]
ENSG00000272734	ADIRF-AS1	ADIRF antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:45127]
ENSG00000255666	RP11-867G2.6	
ENSG00000229338	RP11-92C4.4	
ENSG00000155897	ADCY8	adenylate cyclase 8 [Source:HGNC Symbol;Acc:HGNC:239]
ENSG00000121904	CSMD2	CUB and Sushi multiple domains 2 [Source:HGNC Symbol;Acc:HGNC:19290]
ENSG00000013016	EHD3	EH domain containing 3 [Source:HGNC Symbol;Acc:HGNC:3244]
ENSG00000072840	EVC	EvC ciliary complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:3497]
ENSG00000234263	RP3-325F22.3	
ENSG00000005206	SPPL2B	signal peptide peptidase like 2B [Source:HGNC Symbol;Acc:HGNC:30627]
ENSG00000272589	ZSWIM8-AS1	ZSWIM8 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:45103]
ENSG00000058673	ZC3H11A	zinc finger CCCH-type containing 11A [Source:HGNC Symbol;Acc:HGNC:29093]
ENSG00000020922	MRE11	MRE11 homolog, double strand break repair nuclease [Source:HGNC Symbol;Acc:HGNC:7230]
ENSG00000225511	LINC00475	long intergenic non-protein coding RNA 475 [Source:HGNC Symbol;Acc:HGNC:23569]
ENSG00000111639	MRPL51	mitochondrial ribosomal protein L51 [Source:HGNC Symbol;Acc:HGNC:14044]
ENSG00000267286	RP11-794M8.2	
ENSG00000219867	RP11-40G16.1	
ENSG00000216977	RPL21P65	ribosomal protein L21 pseudogene 65 [Source:HGNC Symbol;Acc:HGNC:36017]
ENSG00000263063	RP11-388C12.1	
ENSG00000129744	ART1	ADP-ribosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:723]
ENSG00000063854	HAGH	hydroxyacylglutathione hydrolase [Source:HGNC Symbol;Acc:HGNC:4805]
ENSG00000250105	CTD-3074O7.2	
ENSG00000253797	UTP14C	UTP14, small subunit processome component homolog C (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:20321]
ENSG00000243385	CTD-2110K23.1	
ENSG00000116750	UCHL5	ubiquitin C-terminal hydrolase L5 [Source:HGNC Symbol;Acc:HGNC:19678]
ENSG00000172733	PURG	purine rich element binding protein G [Source:HGNC Symbol;Acc:HGNC:17930]
ENSG00000253579	SUMO2P16	SUMO2 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:49354]
ENSG00000265293	ARGFXP2	arginine-fifty homeobox pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:23977]
ENSG00000244131	RPSAP51	ribosomal protein SA pseudogene 51 [Source:HGNC Symbol;Acc:HGNC:36224]
ENSG00000180336	MEIOC	meiosis specific with coiled-coil domain [Source:HGNC Symbol;Acc:HGNC:26670]
ENSG00000238271	IFNWP19	interferon omega 1 pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:5451]
ENSG00000128805	ARHGAP22	Rho GTPase activating protein 22 [Source:HGNC Symbol;Acc:HGNC:30320]
ENSG00000180329	CCDC43	coiled-coil domain containing 43 [Source:HGNC Symbol;Acc:HGNC:26472]
ENSG00000169372	CRADD	CASP2 and RIPK1 domain containing adaptor with death domain [Source:HGNC Symbol;Acc:HGNC:2340]
ENSG00000173698	ADGRG2	adhesion G protein-coupled receptor G2 [Source:HGNC Symbol;Acc:HGNC:4516]
ENSG00000255442	RP11-347H15.1	
ENSG00000244289	RPS3AP35	ribosomal protein S3a pseudogene 35 [Source:HGNC Symbol;Acc:HGNC:35902]
ENSG00000180287	PLD5	phospholipase D family member 5 [Source:HGNC Symbol;Acc:HGNC:26879]
ENSG00000142606	MMEL1	membrane metalloendopeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:14668]
ENSG00000051825	MPHOSPH9	M-phase phosphoprotein 9 [Source:HGNC Symbol;Acc:HGNC:7215]
ENSG00000138621	PPCDC	phosphopantothenoylcysteine decarboxylase [Source:HGNC Symbol;Acc:HGNC:28107]
ENSG00000144357	UBR3	ubiquitin protein ligase E3 component n-recognin 3 (putative) [Source:HGNC Symbol;Acc:HGNC:30467]
ENSG00000130921	C12orf65	chromosome 12 open reading frame 65 [Source:HGNC Symbol;Acc:HGNC:26784]
ENSG00000231198	AC004987.10	
ENSG00000232792	FTH1P25	ferritin heavy chain 1 pseudogene 25 [Source:HGNC Symbol;Acc:HGNC:37643]
ENSG00000227646	STEAP2-AS1	STEAP2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40820]
ENSG00000240409	MTATP8P1	mitochondrially encoded ATP synthase 8 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44571]
ENSG00000259554	RP11-408J6.1	
ENSG00000187979	AC008079.9	
ENSG00000230968	AC084149.1	
ENSG00000264127	SCML2P1	SCML2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44329]
ENSG00000254940	OR4A19P	olfactory receptor family 4 subfamily A member 19 pseudogene [Source:HGNC Symbol;Acc:HGNC:15156]
ENSG00000225630	MTND2P28	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2 pseudogene 28 [Source:HGNC Symbol;Acc:HGNC:42129]
ENSG00000184925	LCN12	lipocalin 12 [Source:HGNC Symbol;Acc:HGNC:28733]
ENSG00000225975	LINC01534	long intergenic non-protein coding RNA 1534 [Source:HGNC Symbol;Acc:HGNC:51281]
ENSG00000163612	FAM86KP	family with sequence similarity 86 member K, pseudogene [Source:HGNC Symbol;Acc:HGNC:44098]
ENSG00000226944	RP1-120G22.11	
ENSG00000144224	UBXN4	UBX domain protein 4 [Source:HGNC Symbol;Acc:HGNC:14860]
ENSG00000260296	RP11-395I6.3	
ENSG00000236252	RP11-15J10.8	
ENSG00000147873	IFNA5	interferon alpha 5 [Source:HGNC Symbol;Acc:HGNC:5426]
ENSG00000231063	AC006994.1	
ENSG00000249272	UNC93B8	unc-93 homolog B8 pseudogene (C. elegans) [Source:HGNC Symbol;Acc:HGNC:44037]
ENSG00000269802	CTB-180A7.3	
ENSG00000223930	RP11-33A14.1	
ENSG00000230834	AC068580.7	
ENSG00000257905	RP3-432I18.1	
ENSG00000257924	RP11-493L12.5	
ENSG00000241905	NDUFS6P1	NADH:ubiquinone oxidoreductase subunit S6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:52274]
ENSG00000183918	SH2D1A	SH2 domain containing 1A [Source:HGNC Symbol;Acc:HGNC:10820]
ENSG00000172932	ANKRD13D	ankyrin repeat domain 13D [Source:HGNC Symbol;Acc:HGNC:27880]
ENSG00000157483	MYO1E	myosin IE [Source:HGNC Symbol;Acc:HGNC:7599]
ENSG00000229165	GDI2P1	GDP dissociation inhibitor 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4228]
ENSG00000259735	RP11-356M20.3	
ENSG00000259750	RP11-356M20.2	
